ID,X,Y,Ti,Hi,Di,Mi
WF-1-BJ42,494879.13546,5403730.110290909,50.849252710049036,254.08555749295806,0.7851983499850596,13
WF-1-BJ43,494904.18004,5403730.106345455,49.996343400040615,256.02369071401034,0.7627525021812277,13
WF-1-BJ44,494929.22462,5403730.1024,49.21021288406051,258.0869851926028,0.7381197679458275,13
WF-1-BJ45,494954.26920000004,5403730.098454545,48.57874218786375,260.18847627384656,0.7120435982290066,13
WF-1-BJ46,494979.31378,5403730.094509091,48.1854034190121,262.23801856531776,0.6852174290697477,13
WF-1-BJ47,495004.35836,5403730.090563636,48.105012575626546,264.14732636744526,0.6582558298983523,13
WF-1-BJ48,495029.40294,5403730.086618182,48.4604380010397,265.78996570179066,0.6318203923362433,13
WF-1-BJ49,495054.44752000005,5403730.082672727,49.25577370934863,267.10733413315586,0.6064266746019641,13
WF-1-BJ50,495079.49210000003,5403730.078727273,50.451488276388254,268.0820765286907,0.5824595281230699,13
WF-1-BJ51,495104.53668,5403730.074781818,51.9839832846173,268.71056078684074,0.5603982947401825,13
WF-1-BJ52,495129.58126,5403730.070836364,53.737360072335896,269.019833616205,0.5408102670608819,13
WF-1-BJ53,495154.62584000005,5403730.066890909,55.543439582918154,269.06861546001693,0.5243382406880728,13
WF-1-BJ54,495179.67042000004,5403730.062945455,57.18775024285656,268.94582019130445,0.5116589692864619,13
WF-1-BJ55,495204.715,5403704.51925,58.315351717243075,268.7057537676415,0.5045492931285948,13
WF-1-BJ56,495204.715,5403678.9795,57.605601573097324,268.619802089604,0.5099090130642707,13
WF-1-BJ57,495204.715,5403653.439750001,56.38192852296788,268.35231725731273,0.5195522213143091,13
WF-1-BJ58,495204.715,5403627.9,54.821049989838826,267.82375950737253,0.5323118871522396,13
WF-1-BJ59,495204.715,5403602.36025,53.07062743448656,267.0309767861444,0.5467426038226084,13
WF-1-BJ60,495204.715,5403576.8205,51.24146592238766,266.0232608505932,0.5613869284305173,13
WF-1-BJ61,495204.715,5403551.280750001,49.40785444130245,264.8759928762966,0.5749885862354762,13
WF-1-BJ62,495179.67042000004,5403525.746,47.68566376703427,263.1826255434843,0.5964958546984267,13
WF-1-BJ63,495154.62584000005,5403525.751,47.68052822442898,262.49822765855384,0.6093024432350488,13
WF-1-BJ64,495129.58126,5403525.756,47.67660607700776,261.6264389667105,0.6248068571854747,13
WF-1-BJ65,495104.53668,5403525.761,47.735161180131726,260.5574011771435,0.6430780178719988,13
WF-1-BJ66,495079.49210000003,5403525.766000001,47.91616050231742,259.28509488223517,0.6641346882149571,13
WF-1-BJ67,495054.44752000005,5403525.771000001,48.2750224428889,257.80799605885414,0.6879509163336933,13
WF-1-BJ68,495029.40294,5403525.776000001,48.85960378806995,256.12991125674404,0.7144569597374337,13
WF-1-BJ69,495004.35836,5403525.781,49.72390066838766,254.25177063591576,0.7436655469427107,13
WF-1-BJ70,494979.31378,5403525.786,50.91384225724942,252.19085715113602,0.7754499769475679,13
WF-1-BJ71,494954.26920000004,5403525.791,52.37418532223823,250.01904344781406,0.8089465654676721,13
WF-1-BJ72,494929.22462,5403525.796,54.05987334326737,247.79875295445134,0.8433963667173916,13
WF-1-BJ73,494904.18004,5403525.801,55.894886760604024,245.6109786446027,0.8777290564429234,13
WF-1-BJ74,494879.13546,5403525.806,57.77255368665255,243.55304059086387,0.9105565337129353,13
WF-1-BJ75,494854.09088000003,5403525.811000001,59.55882199511649,241.7338496821822,0.9402035632807131,13
WF-1-BJ76,494829.0463,5403525.816000001,61.0664045750823,240.30039050859136,0.9642369008767073,13
WF-1-BJ77,494804.00172,5403525.821,62.0734816160095,239.39371364976262,0.9798930384175379,13
WF-1-BJ78,494778.95714,5403525.826,62.52047775896511,238.9922879296149,0.9867886386127959,13
WF-1-BJ79,494753.91256,5403525.831,62.37106508221737,239.07228187662042,0.9845689449113282,13
WF-1-BJ80,494728.86798000004,5403525.836,61.64226320062613,239.5691955390981,0.9735389305704163,13
WF-1-BJ81,494703.8234,5403525.841,60.395946339098714,240.3887011809656,0.9545574312011444,13
WF-1-BJ82,494678.77882,5403525.846,58.7270840898128,241.41915445675767,0.9288927752414708,13
WF-1-BJ83,494653.73424,5403525.851,56.73402760478385,242.54259327081053,0.8977520390254147,13
WF-1-BJ84,494628.68966000003,5403525.856000001,54.55996939080204,243.62734454077594,0.8630367784398513,13
WF-1-BJ85,494603.64508,5403525.8610000005,52.3261444265115,244.5969876593949,0.826552963838096,13
WF-1-BJ86,494578.6005,5403525.866,50.10315130179583,245.4041853700379,0.7893567466103892,13
WF-1-BJ87,494553.55592,5403525.871,47.94685384143506,246.01884405953734,0.7523527569915762,13
WF-1-BJ88,494528.51134,5403525.876,45.900244915733424,246.42627024383356,0.7163157131613248,13
WF-1-BJ89,494503.46676,5403525.881,43.995539004535644,246.6253215414763,0.681913107594271,13
WF-1-BJ90,494478.42218,5403525.886,42.275825164865594,246.6096858608919,0.6500284954994386,13
WF-1-BJ91,494453.3776,5403525.891,40.760750169691086,246.41541331755775,0.6213115478800301,13
WF-1-BJ92,494428.33302,5403525.896,39.442497957475354,246.09929751112526,0.5959172074929364,13
WF-1-BJ93,494403.28844,5403525.901,38.3265127296362,245.70507889149758,0.5741425257430408,13
WF-1-BJ94,494378.24386,5403525.906,37.41486187812522,245.28076390152646,0.556184662002406,13
WF-1-BJ95,494353.19928,5403525.911,36.70596506296737,244.8762219082907,0.5421237891565049,13
WF-1-BJ96,494328.1547,5403525.916,36.194187371426096,244.54033003027075,0.5319064571885761,13
WF-1-BJ97,494303.11011999997,5403525.921,35.88857332360426,244.33548866214647,0.5256923875726327,13
WF-1-BJ98,494278.06554,5403525.926,35.75743126550896,244.29332546978384,0.5227620582564994,13
WF-1-BJ99,494253.02096,5403525.931,35.76031210306647,244.40697874656507,0.5222199146797885,13
WF-1-BJ100,494227.97638,5403525.936,35.86960642849855,244.6627155571701,0.5234300190645944,13
WF-1-BJ101,494202.9318,5403525.941,36.0572099212861,245.03335587097772,0.5257708505366424,13
WF-1-BJ102,494177.88722,5403525.9459999995,36.296311755490336,245.4821482382987,0.52867824777564,13
WF-1-BJ103,494152.84264,5403525.951,36.56304643248776,245.9672709223289,0.5316813024547496,13
